Si34H36,1.15335,0.890714,3.517882,0.036874,3.804381,0.0,28.290033,0.150528,37.8912887573,38.856155,9.450727,28.440561,51.76796
Si41Ge41H72,2.653376,0.522739,14.450767,0.047072,3.375834,0.0,168.227142,0.262038,189.5869445801,44.37748,21.097763,168.489182,49.934307
Si87H76,2.508509,0.66816,5.767613,0.04648,3.65855,0.0,38.385216,0.263174,51.3457145691,33.170246,12.697325,38.648392,44.06781
SiO2,0.443165,0.498307,43.378223,0.037923,0.203542,0.0,743.569519,0.18095,788.3609619141,36.179573,44.610493,743.750488,38.34964
SiO,0.071232,0.03417,0.747302,0.037542,1.198573,0.0,5.213809,0.027642,7.3779611588,44.570858,2.136511,5.24145,62.738754
rajat20,0.305923,0.836426,6.307965,0.14313,171.923248,0.0,42.006546,0.156995,221.7438049316,8.171675,179.580261,42.16354,42.975948
rajat25,0.191197,0.94025,6.608685,0.139594,171.884827,0.0,40.987907,0.129802,220.9459228516,8.243801,179.828201,41.11771,44.29805
rajat28,0.191923,0.931075,6.616259,0.14345,172.56572,0.0,40.787434,0.131101,221.4313659668,8.225729,180.512833,40.918533,44.513676
net100,0.112723,0.032842,3.346554,0.037776,3.695619,0.0,11.289693,0.009965,18.5730342865,25.649313,7.273376,11.299658,42.15929
net125,0.130256,0.034755,4.44984,0.038464,3.56729,0.0,16.084372,1.721258,26.0755271912,26.375828,8.269897,17.80563,38.62619
net150,0.147168,0.033216,5.606937,0.043389,8.65174,0.0,21.583338,0.512512,36.627494812,25.511343,14.531645,22.09585,42.289234
net50,0.063782,0.032787,1.737107,0.037085,2.293613,0.0,5.486989,0.009478,9.7082309723,16.424677,4.211764,5.496467,29.010372
net75,0.087498,0.032448,2.527721,0.037469,2.495629,0.0,7.652097,0.009632,12.8893642426,23.296926,5.227635,7.661729,39.192532
pattern1,0.372,0.036573,40.109341,0.036262,0.307584,0.0,134.162537,0.042285,175.114944458,83.286041,40.910122,134.204819,108.674423
pf2177,0.062128,0.029565,0.547693,0.031872,1.912547,0.0,5.322291,0.008797,7.9625825882,16.205519,2.631495,5.331088,24.204773
fp,0.052618,0.026323,0.897555,0.033536,0.595402,0.0,8.363763,0.009158,10.024728775,53.20013,1.651808,8.372921,63.695442
rajat31,2.929062,0.430637,3.936636,0.234566,0.186253,0.0,16.425732,1.12327,25.3154010773,7.406164,7.766399,17.549002,10.6838
laminar_duct3D,0.148285,0.886045,2.971885,0.026861,0.091325,0.0,7.375834,0.004826,11.5531435013,49.519199,4.172484,7.380659,77.513733
thermal2,2.396112,0.368435,1.717798,0.031558,0.101629,0.0,2.867065,0.026845,7.5563364029,16.081575,4.662426,2.89391,41.990868
F1,3.064457,0.218893,34.76844,0.054163,2.650675,0.0,87.891617,0.395056,129.0933990479,41.326836,40.806725,88.286674,60.428391
bloweybl,0.070464,0.870733,1.112851,0.032659,3.076019,0.0,5.812947,1.50633,12.5290431976,16.037931,5.209767,7.319276,27.453526
bloweybq,0.062755,0.867174,0.778336,0.030566,2.356457,0.0,3.202406,2.021942,9.3673658371,21.431831,4.143018,5.224348,38.427723
filter3D,1.126902,0.962054,1.040362,0.026563,0.079104,0.0,3.356128,0.022749,6.6613473892,25.807747,3.282471,3.378877,50.879147
gyro,0.05127,0.03281,0.538026,0.033107,0.159283,0.0,2.05201,0.005942,2.9188289642,53.375904,0.860877,2.057952,75.703972
